filepath,filename,class
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash131.jpg,trash131.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass302.jpg,glass302.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard29.jpg,cardboard29.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash100.jpg,trash100.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic267.jpg,plastic267.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper417.jpg,paper417.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper200.jpg,paper200.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper584.jpg,paper584.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper119.jpg,paper119.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper269.jpg,paper269.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass218.jpg,glass218.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass466.jpg,glass466.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper129.jpg,paper129.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass348.jpg,glass348.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass219.jpg,glass219.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper591.jpg,paper591.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard16.jpg,cardboard16.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass268.jpg,glass268.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal381.jpg,metal381.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic16.jpg,plastic16.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard38.jpg,cardboard38.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard39.jpg,cardboard39.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic120.jpg,plastic120.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal20.jpg,metal20.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash20.jpg,trash20.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic344.jpg,plastic344.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper557.jpg,paper557.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard349.jpg,cardboard349.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass57.jpg,glass57.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper374.jpg,paper374.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass395.jpg,glass395.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper430.jpg,paper430.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash75.jpg,trash75.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal90.jpg,metal90.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic361.jpg,plastic361.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard338.jpg,cardboard338.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard147.jpg,cardboard147.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass422.jpg,glass422.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper102.jpg,paper102.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash36.jpg,trash36.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal313.jpg,metal313.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal194.jpg,metal194.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal21.jpg,metal21.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard390.jpg,cardboard390.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic68.jpg,plastic68.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass68.jpg,glass68.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper248.jpg,paper248.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper564.jpg,paper564.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass356.jpg,glass356.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal86.jpg,metal86.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard65.jpg,cardboard65.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard253.jpg,cardboard253.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic22.jpg,plastic22.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper33.jpg,paper33.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic227.jpg,plastic227.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper364.jpg,paper364.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic291.jpg,plastic291.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash41.jpg,trash41.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper202.jpg,paper202.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass361.jpg,glass361.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass117.jpg,glass117.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash63.jpg,trash63.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass380.jpg,glass380.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic73.jpg,plastic73.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass441.jpg,glass441.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard53.jpg,cardboard53.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic420.jpg,plastic420.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal321.jpg,metal321.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal343.jpg,metal343.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper274.jpg,paper274.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal286.jpg,metal286.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal119.jpg,metal119.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard10.jpg,cardboard10.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper362.jpg,paper362.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper389.jpg,paper389.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper184.jpg,paper184.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass475.jpg,glass475.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic151.jpg,plastic151.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass262.jpg,glass262.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard394.jpg,cardboard394.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass332.jpg,glass332.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard344.jpg,cardboard344.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal220.jpg,metal220.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard261.jpg,cardboard261.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper245.jpg,paper245.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic108.jpg,plastic108.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass66.jpg,glass66.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal305.jpg,metal305.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass277.jpg,glass277.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass67.jpg,glass67.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper159.jpg,paper159.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard67.jpg,cardboard67.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass152.jpg,glass152.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper442.jpg,paper442.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass210.jpg,glass210.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal270.jpg,metal270.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard122.jpg,cardboard122.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal185.jpg,metal185.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard8.jpg,cardboard8.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic395.jpg,plastic395.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic200.jpg,plastic200.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper445.jpg,paper445.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash82.jpg,trash82.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic285.jpg,plastic285.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard69.jpg,cardboard69.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard359.jpg,cardboard359.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash2.jpg,trash2.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard125.jpg,cardboard125.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper68.jpg,paper68.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper268.jpg,paper268.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper98.jpg,paper98.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper290.jpg,paper290.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass147.jpg,glass147.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic307.jpg,plastic307.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard347.jpg,cardboard347.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash77.jpg,trash77.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass94.jpg,glass94.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard32.jpg,cardboard32.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass281.jpg,glass281.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash9.jpg,trash9.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic216.jpg,plastic216.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass91.jpg,glass91.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper455.jpg,paper455.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper308.jpg,paper308.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal257.jpg,metal257.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper593.jpg,paper593.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard171.jpg,cardboard171.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard303.jpg,cardboard303.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper309.jpg,paper309.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic272.jpg,plastic272.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard111.jpg,cardboard111.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal107.jpg,metal107.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass280.jpg,glass280.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal112.jpg,metal112.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal262.jpg,metal262.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass8.jpg,glass8.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash39.jpg,trash39.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal38.jpg,metal38.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper197.jpg,paper197.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic442.jpg,plastic442.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic43.jpg,plastic43.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic56.jpg,plastic56.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard281.jpg,cardboard281.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic18.jpg,plastic18.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic212.jpg,plastic212.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass10.jpg,glass10.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic27.jpg,plastic27.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal181.jpg,metal181.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass321.jpg,glass321.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal151.jpg,metal151.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic211.jpg,plastic211.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard109.jpg,cardboard109.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal165.jpg,metal165.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper509.jpg,paper509.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard43.jpg,cardboard43.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass177.jpg,glass177.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass16.jpg,glass16.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper96.jpg,paper96.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash23.jpg,trash23.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper495.jpg,paper495.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper488.jpg,paper488.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal243.jpg,metal243.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard121.jpg,cardboard121.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic290.jpg,plastic290.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash120.jpg,trash120.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic297.jpg,plastic297.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper13.jpg,paper13.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic343.jpg,plastic343.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic124.jpg,plastic124.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard360.jpg,cardboard360.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard217.jpg,cardboard217.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic358.jpg,plastic358.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass52.jpg,glass52.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass398.jpg,glass398.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic112.jpg,plastic112.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic8.jpg,plastic8.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper426.jpg,paper426.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic312.jpg,plastic312.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper238.jpg,paper238.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash86.jpg,trash86.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper125.jpg,paper125.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal288.jpg,metal288.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal160.jpg,metal160.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard244.jpg,cardboard244.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper453.jpg,paper453.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal203.jpg,metal203.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic329.jpg,plastic329.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic346.jpg,plastic346.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass473.jpg,glass473.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash26.jpg,trash26.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper494.jpg,paper494.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic220.jpg,plastic220.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic310.jpg,plastic310.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic299.jpg,plastic299.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass429.jpg,glass429.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal295.jpg,metal295.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\cardboard\cardboard341.jpg,cardboard341.jpg,cardboard
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\trash\trash61.jpg,trash61.jpg,trash
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal341.jpg,metal341.jpg,metal
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper166.jpg,paper166.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper114.jpg,paper114.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper393.jpg,paper393.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\paper\paper127.jpg,paper127.jpg,paper
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\glass\glass289.jpg,glass289.jpg,glass
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\plastic\plastic339.jpg,plastic339.jpg,plastic
C:\Users\PC\Garbage-Classification\data\raw\Garbage classification\Garbage classification\metal\metal344.jpg,metal344.jpg,metal
